payment_id,order_id,payment_date,payment_method,amount
2481,4745,2025-01-20,PayPal,720.66
2482,2928,2024-06-29,Bank Transfer,1075.31
2483,4866,2024-09-28,Credit Card,188.49
2484,2985,2024-05-29,Bank Transfer,880.55
2485,2722,2024-09-08,PayPal,1771.09
2486,2014,2024-12-28,PayPal,1838.95
2487,4179,2024-06-08,Credit Card,1590.24
2488,3362,2024-09-17,Bank Transfer,1105.64
2489,1018,2024-11-02,Credit Card,948.54
2490,4571,2024-11-21,PayPal,1986.65
2491,1953,2024-07-19,Credit Card,136.67
2492,4901,2024-08-06,PayPal,98.84
2493,1786,2025-01-22,Credit Card,991.25
2494,4303,2024-05-21,Credit Card,939.19
2495,3472,2025-02-01,Credit Card,514.17
2496,1416,2024-11-14,PayPal,684.13
2497,4351,2025-01-02,Bank Transfer,245.67
2498,953,2025-01-20,Credit Card,1480.7
2499,3796,2024-03-20,PayPal,215.03
2500,2971,2024-07-27,Credit Card,1100.13
2501,3686,2024-07-23,Bank Transfer,1722.13
2502,2549,2024-03-31,Credit Card,541.25
2503,3837,2024-04-25,PayPal,1570.72
2504,160,2024-10-29,Credit Card,522.84
2505,1139,2024-09-14,PayPal,1224.37
2506,3370,2024-06-20,PayPal,1003.97
2507,1505,2024-12-11,PayPal,528.11
2508,2868,2024-07-21,Bank Transfer,616.63
2509,3609,2024-10-21,Bank Transfer,1335.87
2510,2891,2025-01-02,Credit Card,1198.27
2511,523,2024-08-16,PayPal,1155.82
2512,147,2024-03-25,Credit Card,1972.99
2513,2168,2024-04-08,Credit Card,1391.57
2514,4813,2024-06-16,Credit Card,682.76
2515,2464,2024-06-29,PayPal,1714.89
2516,3464,2024-09-23,Credit Card,1305.35
2517,3065,2024-05-04,Credit Card,1659.95
2518,3449,2024-06-21,PayPal,507.4
2519,3742,2025-01-24,Bank Transfer,449.84
2520,4769,2024-02-20,Bank Transfer,115.34
2521,3308,2025-02-04,PayPal,1491.21
2522,3982,2024-04-14,PayPal,1409.11
2523,2104,2024-12-06,Bank Transfer,609.06
2524,116,2024-08-01,Credit Card,225.5
2525,2628,2024-07-25,PayPal,1186.66
2526,4046,2024-07-31,Credit Card,820.68
2527,2844,2024-05-21,Bank Transfer,150.09
2528,1073,2024-10-08,PayPal,750.16
2529,479,2024-11-20,PayPal,886.57
2530,1916,2024-12-12,PayPal,463.0
2531,350,2024-02-17,Bank Transfer,1598.91
2532,3454,2024-07-03,Bank Transfer,1032.92
2533,844,2024-06-04,Bank Transfer,295.33
2534,1199,2024-03-28,PayPal,257.13
2535,3428,2024-12-08,PayPal,359.22
2536,4975,2024-04-09,Bank Transfer,473.29
2537,1477,2025-01-27,PayPal,22.42
2538,3778,2024-12-06,Bank Transfer,1917.19
2539,1421,2024-04-08,PayPal,699.76
2540,4137,2024-08-17,Credit Card,1678.98
2541,1672,2024-04-06,Credit Card,1590.07
2542,3561,2024-10-29,Credit Card,396.03
2543,2130,2024-08-14,Credit Card,1653.65
2544,45,2024-07-12,Credit Card,1349.6
2545,4513,2024-06-27,Credit Card,443.39
2546,1087,2024-04-25,Bank Transfer,1262.96
2547,471,2024-12-17,Credit Card,348.82
2548,1825,2024-03-04,Credit Card,565.31
2549,3270,2025-02-08,PayPal,1473.75
2550,140,2024-05-28,PayPal,205.91
2551,3050,2024-12-22,Credit Card,480.25
2552,636,2024-06-30,PayPal,819.14
2553,4155,2024-03-23,Credit Card,661.02
2554,3398,2024-11-04,Credit Card,1902.83
2555,4552,2024-10-09,PayPal,692.18
2556,873,2024-04-27,Bank Transfer,532.11
2557,1940,2024-05-26,Credit Card,769.82
2558,4610,2024-03-20,Credit Card,239.3
2559,1230,2024-08-19,Bank Transfer,1743.56
2560,4809,2025-01-26,PayPal,521.76
2561,4268,2025-02-03,PayPal,1508.31
2562,3099,2024-10-13,PayPal,404.33
2563,1715,2024-12-23,Bank Transfer,113.35
2564,1087,2024-02-28,Credit Card,210.22
2565,4523,2024-03-01,Bank Transfer,1567.29
2566,380,2024-06-19,PayPal,26.19
2567,4194,2024-05-28,Credit Card,1741.3
2568,686,2024-06-29,Bank Transfer,1650.8
2569,2740,2024-06-18,PayPal,988.93
2570,718,2024-09-11,Credit Card,1896.88
2571,3013,2024-05-12,Credit Card,373.22
2572,4463,2024-12-11,Bank Transfer,397.06
2573,1598,2024-05-31,PayPal,50.13
2574,639,2024-06-25,PayPal,1158.59
2575,593,2024-06-26,Bank Transfer,1805.05
2576,2181,2024-10-07,Bank Transfer,1424.09
2577,2996,2024-06-18,PayPal,1793.1
2578,3181,2025-01-18,Bank Transfer,1515.31
2579,3087,2024-12-27,Credit Card,700.77
2580,3367,2024-06-29,PayPal,1669.91
2581,840,2025-02-01,PayPal,263.23
2582,1117,2024-07-26,Credit Card,471.75
2583,3005,2024-12-16,Bank Transfer,1943.64
2584,2199,2024-04-21,Credit Card,1271.48
2585,3641,2024-03-27,PayPal,773.64
2586,1415,2024-07-22,Credit Card,1989.0
2587,388,2024-09-12,Credit Card,386.13
2588,1461,2024-10-23,Credit Card,477.32
2589,3688,2024-05-02,Credit Card,816.79
2590,3155,2024-04-28,PayPal,471.42
2591,1780,2024-07-02,Bank Transfer,1465.79
2592,2914,2024-12-13,Credit Card,1625.96
2593,3700,2025-02-03,Bank Transfer,1492.53
2594,537,2024-10-21,Credit Card,156.05
2595,1094,2024-08-14,Bank Transfer,340.15
2596,72,2024-11-06,Bank Transfer,1863.68
2597,4739,2025-01-08,Credit Card,1456.36
2598,3455,2024-12-01,PayPal,869.35
2599,2103,2024-07-19,Credit Card,113.98
2600,956,2024-07-19,Bank Transfer,1550.73
2601,4086,2024-08-24,Bank Transfer,1728.92
2602,2012,2024-02-29,Credit Card,99.42
2603,329,2024-09-13,Bank Transfer,1739.44
2604,253,2024-12-23,Bank Transfer,1536.64
2605,3215,2024-12-08,Credit Card,115.14
2606,2717,2024-10-03,Credit Card,1303.63
2607,384,2024-06-26,PayPal,1179.1
2608,3171,2024-11-29,PayPal,1078.99
2609,3281,2024-02-12,Bank Transfer,705.87
2610,171,2024-06-05,Credit Card,1105.65
2611,4893,2024-12-17,PayPal,436.91
2612,1488,2024-11-23,Credit Card,929.56
2613,4337,2024-09-21,Credit Card,1655.52
2614,1497,2024-03-15,Bank Transfer,1208.83
2615,1365,2024-02-20,PayPal,1582.69
2616,1486,2024-08-22,PayPal,550.36
2617,4455,2024-07-20,Bank Transfer,1736.41
2618,183,2024-11-29,PayPal,1550.45
2619,3353,2024-11-13,Bank Transfer,1637.86
2620,3570,2024-02-28,PayPal,936.05
2621,3268,2024-06-02,PayPal,637.5
2622,4685,2024-04-27,PayPal,1925.95
2623,1346,2024-03-10,Bank Transfer,1142.3
2624,2100,2024-08-10,PayPal,487.35
2625,598,2024-03-14,Credit Card,1749.62
2626,2421,2024-07-01,PayPal,1373.79
2627,2124,2025-01-27,PayPal,538.04
2628,540,2024-06-16,Credit Card,824.3
2629,4173,2024-10-30,PayPal,1364.5
2630,3814,2024-08-10,Bank Transfer,1367.79
2631,988,2024-09-13,Bank Transfer,333.11
2632,1339,2024-06-12,Credit Card,1292.97
2633,2184,2024-12-02,Bank Transfer,556.63
2634,4694,2024-04-10,PayPal,571.3
2635,2475,2024-03-16,Bank Transfer,621.46
2636,2909,2024-10-09,Bank Transfer,802.26
2637,2543,2024-11-13,PayPal,1941.87
2638,659,2024-09-20,Bank Transfer,539.7
2639,968,2024-08-04,Bank Transfer,748.6
2640,1151,2024-09-22,Bank Transfer,1491.02
2641,763,2024-05-08,PayPal,282.36
2642,455,2024-05-05,PayPal,147.15
2643,1663,2024-07-09,Bank Transfer,188.93
2644,1920,2024-09-11,Bank Transfer,276.7
2645,3304,2024-07-07,PayPal,1332.99
2646,945,2025-01-18,Credit Card,438.89
2647,4925,2024-02-26,PayPal,658.69
2648,3006,2024-12-07,Bank Transfer,1849.19
2649,1207,2025-02-07,PayPal,1454.3
2650,916,2024-10-05,Credit Card,894.15
2651,86,2024-10-30,PayPal,1592.07
2652,3616,2024-05-13,Bank Transfer,1724.21
2653,1784,2025-01-12,Credit Card,1888.75
2654,3776,2024-03-06,Bank Transfer,72.25
2655,1752,2024-10-25,PayPal,812.66
2656,3237,2024-10-30,Credit Card,120.72
2657,3923,2024-07-21,PayPal,1937.74
2658,1738,2024-02-22,Bank Transfer,249.19
2659,4911,2024-08-30,Credit Card,1526.31
2660,4770,2024-09-19,Credit Card,1107.03
2661,1296,2025-01-17,Bank Transfer,1871.0
2662,4624,2024-08-28,Credit Card,1029.97
2663,1727,2024-08-23,Bank Transfer,654.51
2664,3625,2024-09-08,Credit Card,1252.37
2665,2486,2024-06-24,Bank Transfer,1284.35
2666,2637,2024-10-16,PayPal,41.58
2667,302,2024-10-29,PayPal,1028.68
2668,2833,2024-02-18,Credit Card,1375.68
2669,2172,2024-03-14,PayPal,283.56
2670,4115,2024-02-21,PayPal,802.65
2671,3334,2024-07-01,Credit Card,161.37
2672,3217,2024-07-02,Credit Card,1356.33
2673,1452,2024-12-11,PayPal,475.49
2674,4141,2024-12-01,Credit Card,1917.58
2675,2499,2024-09-10,PayPal,1746.06
2676,3355,2024-04-25,PayPal,184.9
2677,2200,2024-09-27,Bank Transfer,1213.03
2678,2810,2024-03-10,Credit Card,1307.39
2679,571,2024-03-16,PayPal,533.99
2680,1741,2024-03-21,Credit Card,1097.31
2681,2634,2024-07-01,PayPal,582.16
2682,28,2024-12-31,Credit Card,267.72
2683,1166,2024-04-28,Credit Card,165.32
2684,4270,2024-04-16,Bank Transfer,1921.09
2685,2433,2024-02-25,Bank Transfer,218.26
2686,647,2024-04-11,Credit Card,1944.36
2687,2932,2024-07-15,Bank Transfer,505.19
2688,4536,2024-05-29,Bank Transfer,1050.39
2689,1919,2024-02-27,Credit Card,1994.45
2690,1246,2024-02-21,Bank Transfer,1846.31
2691,1242,2024-10-03,Bank Transfer,98.37
2692,2530,2024-11-10,Credit Card,1622.64
2693,3496,2024-04-22,PayPal,1832.88
2694,4851,2024-11-01,PayPal,110.34
2695,3309,2024-10-29,Bank Transfer,418.62
2696,4486,2024-11-19,Credit Card,1114.34
2697,3098,2024-05-11,Bank Transfer,829.35
2698,2372,2024-11-09,Credit Card,1373.68
2699,151,2024-05-03,Bank Transfer,34.15
2700,3940,2025-02-08,PayPal,458.34
2701,2406,2024-09-17,Bank Transfer,1324.03
2702,1518,2024-07-26,PayPal,1338.15
2703,4897,2024-05-13,PayPal,1190.62
2704,945,2024-08-21,Credit Card,199.69
2705,2984,2024-09-24,PayPal,1834.91
2706,425,2024-02-25,Credit Card,340.35
2707,1817,2024-04-20,PayPal,1375.45
2708,1627,2025-01-27,PayPal,1463.14
2709,3186,2024-02-09,PayPal,1171.34
2710,3810,2024-10-24,Credit Card,863.86
2711,2690,2024-10-25,PayPal,610.92
2712,188,2025-01-19,Credit Card,1267.07
2713,2195,2024-05-10,Bank Transfer,367.46
2714,980,2024-09-07,Credit Card,1246.73
2715,2133,2024-09-13,PayPal,1905.91
2716,4046,2024-10-13,Credit Card,57.24
2717,2843,2024-07-31,PayPal,654.13
2718,1861,2024-08-28,Credit Card,219.63
2719,4519,2024-04-14,PayPal,1760.87
2720,2882,2024-10-20,PayPal,21.58
2721,3175,2024-03-04,Bank Transfer,584.58
2722,3010,2024-09-13,Credit Card,718.23
2723,4284,2024-09-02,Credit Card,1459.99
2724,441,2024-10-04,PayPal,334.78
2725,4592,2024-05-01,Bank Transfer,578.21
2726,4737,2024-09-01,Bank Transfer,414.62
2727,4752,2024-06-03,Credit Card,1590.77
2728,4359,2024-05-29,Bank Transfer,1936.2
2729,3329,2025-02-07,PayPal,1020.77
2730,4329,2024-08-01,Credit Card,213.96
2731,3277,2024-08-28,Bank Transfer,1363.25
2732,1475,2024-03-18,Bank Transfer,702.08
2733,2553,2024-11-27,Bank Transfer,407.42
2734,2573,2024-11-28,Credit Card,1327.28
2735,3484,2024-07-18,Credit Card,1898.15
2736,784,2024-12-05,PayPal,1661.35
2737,1914,2024-08-02,Bank Transfer,901.43
2738,3773,2024-07-25,Bank Transfer,340.5
2739,2136,2024-07-14,Bank Transfer,295.82
2740,240,2024-05-15,Credit Card,1752.41
2741,2864,2024-11-25,Credit Card,382.75
2742,2407,2025-01-16,Credit Card,1775.34
2743,3626,2024-05-25,Bank Transfer,1235.25
2744,1858,2025-01-16,Bank Transfer,1821.24
2745,3881,2025-01-01,Bank Transfer,1130.68
2746,683,2024-12-17,Credit Card,1863.47
2747,4161,2024-04-01,PayPal,1179.68
2748,2852,2024-11-22,Bank Transfer,68.96
2749,2940,2024-02-12,PayPal,357.9
2750,2425,2024-09-07,Bank Transfer,1519.09
2751,4283,2024-05-09,PayPal,1273.31
2752,2526,2024-06-04,Credit Card,1540.07
2753,4092,2024-08-26,Credit Card,535.35
2754,4197,2024-11-06,Bank Transfer,936.64
2755,4722,2024-03-16,PayPal,1697.26
2756,636,2024-04-21,PayPal,1402.3
2757,3282,2024-06-02,Bank Transfer,1185.79
2758,1316,2024-04-21,Credit Card,1191.24
2759,1635,2024-11-23,PayPal,1271.13
2760,4771,2024-12-02,Credit Card,1264.54
2761,3261,2024-07-15,Bank Transfer,1056.53
2762,113,2024-07-26,PayPal,1403.56
2763,3308,2024-06-01,Bank Transfer,486.55
2764,94,2024-08-13,Bank Transfer,1389.34
2765,4767,2024-05-27,PayPal,952.47
2766,4886,2024-04-06,Credit Card,623.44
2767,2576,2024-11-17,Bank Transfer,1988.34
2768,4723,2024-12-21,Credit Card,1538.99
2769,4107,2024-07-18,PayPal,294.4
2770,3114,2024-06-07,PayPal,1646.4
2771,3742,2024-05-25,PayPal,222.88
2772,2754,2025-01-03,Credit Card,1561.66
2773,2294,2024-02-20,PayPal,1475.27
2774,3611,2024-05-19,Bank Transfer,700.2
2775,3434,2024-08-06,Credit Card,1374.06
2776,831,2024-10-17,PayPal,607.16
2777,3253,2024-09-13,Credit Card,1313.05
2778,931,2024-04-24,Credit Card,1915.6
2779,4243,2024-12-02,PayPal,1183.56
2780,3044,2024-10-31,Credit Card,635.21
2781,4049,2024-12-02,Credit Card,871.95
2782,4047,2024-04-13,PayPal,991.57
2783,1343,2024-11-30,PayPal,825.4
2784,2032,2024-08-19,PayPal,1469.56
2785,1672,2024-09-28,Credit Card,662.8
2786,83,2024-12-23,Credit Card,1707.04
2787,222,2024-07-26,Credit Card,1322.89
2788,4561,2024-07-15,Bank Transfer,422.16
2789,961,2024-05-12,PayPal,1151.79
2790,554,2024-07-29,PayPal,171.6
2791,695,2024-09-26,Credit Card,1488.22
2792,373,2024-12-09,Credit Card,1300.96
2793,2503,2024-10-18,PayPal,531.25
2794,4589,2024-06-15,Credit Card,1990.59
2795,3892,2024-08-28,Bank Transfer,883.66
2796,4818,2024-03-16,PayPal,1774.51
2797,1547,2024-10-31,Bank Transfer,131.86
2798,555,2024-11-04,Credit Card,529.95
2799,4416,2024-09-09,Credit Card,540.05
2800,3915,2024-08-11,Bank Transfer,37.32
2801,206,2024-07-30,Bank Transfer,1006.14
2802,4790,2024-12-25,Credit Card,933.46
2803,2974,2025-01-05,PayPal,553.07
2804,1582,2024-06-05,PayPal,1393.96
2805,1341,2024-05-24,PayPal,563.53
2806,2537,2024-10-02,Bank Transfer,934.39
2807,1411,2024-09-15,PayPal,1256.55
2808,886,2024-04-14,Bank Transfer,650.44
2809,2394,2024-06-08,PayPal,823.27
2810,4969,2024-07-08,Bank Transfer,280.56
2811,13,2024-08-31,PayPal,1554.71
2812,1428,2024-07-31,Bank Transfer,929.04
2813,1078,2024-10-23,Credit Card,1407.56
2814,4287,2024-03-14,Bank Transfer,886.6
2815,209,2024-06-06,Bank Transfer,1761.22
2816,1973,2025-02-05,Credit Card,1658.99
2817,2479,2024-05-18,Bank Transfer,567.75
2818,1889,2024-07-07,Bank Transfer,890.14
2819,2949,2024-12-21,Credit Card,1106.9
2820,4666,2024-10-02,Bank Transfer,60.32
2821,1648,2024-05-03,Bank Transfer,1444.2
2822,2640,2024-12-13,PayPal,1406.9
2823,4876,2024-09-16,Bank Transfer,110.91
2824,1134,2024-10-05,Bank Transfer,620.25
2825,16,2024-11-08,Credit Card,912.46
2826,1640,2024-06-18,PayPal,1390.61
2827,3101,2024-05-15,Bank Transfer,1939.7
2828,2261,2024-03-15,Bank Transfer,1795.68
2829,892,2024-12-19,Bank Transfer,1753.25
2830,2403,2024-06-15,PayPal,1206.94
2831,2163,2024-06-16,PayPal,922.27
2832,672,2024-12-18,PayPal,484.18
2833,4019,2024-07-27,Bank Transfer,1219.07
2834,3284,2024-07-14,Bank Transfer,55.43
2835,3534,2024-06-08,Credit Card,1793.87
2836,1059,2024-10-19,Credit Card,1373.25
2837,1201,2024-04-04,Credit Card,1916.85
2838,134,2024-04-25,Credit Card,1370.23
2839,1412,2024-10-04,Bank Transfer,955.72
2840,71,2024-05-27,PayPal,1282.97
2841,4525,2024-02-12,Credit Card,1259.21
2842,3457,2025-02-08,PayPal,1270.42
2843,1660,2024-04-08,Credit Card,1227.05
2844,1223,2024-10-09,Credit Card,1906.13
2845,991,2024-07-05,Credit Card,1037.76
2846,848,2024-12-12,PayPal,1254.39
2847,1678,2024-12-13,PayPal,1642.8
2848,1779,2024-09-22,Credit Card,1439.45
2849,1225,2024-11-29,Credit Card,349.51
2850,1177,2024-02-13,Credit Card,623.84
2851,1133,2025-01-02,PayPal,161.38
2852,3211,2024-09-11,Credit Card,1041.19
2853,4557,2025-02-07,Bank Transfer,1869.56
2854,668,2024-09-15,PayPal,1519.74
2855,4786,2024-12-17,Bank Transfer,1197.84
2856,4440,2024-07-03,Bank Transfer,350.17
2857,1345,2024-05-23,Credit Card,1377.81
2858,1570,2024-12-02,Credit Card,369.38
2859,2467,2024-09-24,PayPal,1513.55
2860,3238,2024-07-08,Credit Card,1211.4
2861,4646,2024-07-09,PayPal,180.54
2862,4165,2024-07-20,Bank Transfer,205.73
2863,4170,2024-10-25,PayPal,409.68
2864,909,2024-12-18,Credit Card,1293.48
2865,3655,2024-08-28,Bank Transfer,649.65
2866,1463,2024-03-04,Credit Card,1562.7
2867,2825,2025-01-22,Bank Transfer,727.22
2868,2474,2024-03-27,PayPal,904.27
2869,1265,2024-10-22,PayPal,75.22
2870,421,2024-09-04,PayPal,1981.25
2871,4034,2024-04-19,PayPal,1549.1
2872,1355,2024-12-31,Credit Card,1322.1
2873,3707,2024-04-03,Credit Card,83.05
2874,4028,2024-09-19,PayPal,1039.92
2875,2988,2024-12-08,Bank Transfer,123.37
2876,1737,2024-12-12,PayPal,1682.89
2877,1822,2024-04-05,Credit Card,1473.75
2878,428,2024-05-13,PayPal,1324.31
2879,4512,2024-10-24,Credit Card,23.9
2880,3725,2024-12-04,PayPal,501.47
2881,3562,2024-10-18,Bank Transfer,1335.11
2882,3957,2024-10-10,PayPal,1909.51
2883,2915,2025-01-16,Bank Transfer,1047.24
2884,3986,2024-10-16,Credit Card,1459.84
2885,2599,2024-04-01,PayPal,1684.16
2886,1854,2024-05-22,Credit Card,678.14
2887,1822,2024-07-07,Bank Transfer,439.51
2888,4832,2024-09-13,Credit Card,385.01
2889,4376,2024-08-17,Bank Transfer,1861.89
2890,4851,2024-04-02,PayPal,1567.03
2891,459,2024-04-21,PayPal,884.9
2892,2372,2025-01-24,Bank Transfer,1666.48
2893,3112,2024-02-29,Credit Card,1904.85
2894,1383,2024-05-06,PayPal,1879.44
2895,4297,2024-08-08,Credit Card,323.71
2896,360,2024-04-29,PayPal,1219.09
2897,3284,2024-05-08,Credit Card,574.13
2898,295,2024-08-15,Bank Transfer,1599.19
2899,2894,2024-11-09,Credit Card,336.59
2900,1089,2024-09-12,PayPal,668.89
2901,949,2024-12-05,PayPal,1438.93
2902,3659,2024-05-23,Credit Card,127.65
2903,3899,2024-02-29,Bank Transfer,1392.77
2904,187,2024-07-08,Credit Card,242.43
2905,2632,2024-10-28,Bank Transfer,673.62
2906,3207,2024-11-11,PayPal,930.06
2907,2411,2024-03-04,PayPal,510.64
2908,917,2024-04-28,Credit Card,1782.04
2909,3714,2024-08-26,Bank Transfer,621.26
2910,2434,2024-07-18,PayPal,1389.47
2911,4961,2024-08-18,Bank Transfer,1136.03
2912,348,2025-01-31,Bank Transfer,992.09
2913,1020,2024-06-04,Bank Transfer,809.16
2914,4028,2024-11-09,Bank Transfer,1794.46
2915,4221,2025-01-17,Credit Card,485.38
2916,1358,2024-08-29,PayPal,1968.62
2917,4716,2024-06-14,Credit Card,453.84
2918,16,2024-08-19,Credit Card,1128.92
2919,1838,2024-08-21,PayPal,258.9
2920,4370,2024-05-13,PayPal,1614.64
2921,987,2024-02-28,PayPal,1419.58
2922,150,2025-02-03,Credit Card,1241.72
2923,1591,2024-05-22,Credit Card,1559.05
2924,1883,2024-12-10,Bank Transfer,1887.53
2925,81,2024-06-16,Credit Card,1507.97
2926,2208,2024-06-15,Credit Card,228.75
2927,2043,2024-09-22,PayPal,1476.6
2928,896,2024-07-07,Credit Card,1864.76
2929,4680,2024-11-01,PayPal,1596.07
2930,237,2024-12-15,PayPal,1110.64
2931,4218,2025-01-28,Bank Transfer,1719.15
2932,4469,2025-01-19,Credit Card,1546.89
2933,4433,2024-06-14,PayPal,1409.5
2934,4630,2024-10-28,Bank Transfer,935.68
2935,1132,2024-12-06,Bank Transfer,371.28
2936,4779,2024-08-01,Credit Card,1752.02
2937,3941,2024-10-23,Bank Transfer,97.21
2938,4837,2024-07-13,Credit Card,1816.25
2939,1928,2024-10-19,Bank Transfer,1332.37
2940,4420,2024-12-23,PayPal,437.12
2941,4735,2024-10-24,Credit Card,1265.57
2942,3437,2025-01-29,Credit Card,81.83
2943,3514,2024-12-12,PayPal,1132.35
2944,1610,2024-07-02,Credit Card,1541.39
2945,4447,2024-12-25,Credit Card,1706.17
2946,4742,2024-12-16,Credit Card,1828.36
2947,2109,2024-08-05,Bank Transfer,798.0
2948,321,2024-08-22,PayPal,1305.08
2949,4406,2024-07-07,Bank Transfer,825.77
2950,2101,2024-09-14,PayPal,1654.23
2951,4806,2024-10-28,Credit Card,257.6
2952,2876,2024-02-09,Credit Card,103.71
2953,2811,2024-03-01,PayPal,1344.43
2954,3608,2025-01-18,Credit Card,659.4
2955,3764,2024-06-24,Credit Card,49.17
2956,840,2024-06-19,Bank Transfer,1498.85
2957,4305,2024-03-06,PayPal,288.43
2958,4122,2025-01-04,PayPal,367.32
2959,1838,2024-11-20,Credit Card,279.83
2960,3895,2024-03-31,Credit Card,979.89
2961,3051,2025-01-29,Credit Card,246.99
2962,2817,2024-07-11,Credit Card,984.56
2963,1206,2024-10-13,Credit Card,156.7
2964,988,2024-11-25,Bank Transfer,547.48
2965,2353,2024-08-13,Credit Card,1461.91
2966,3144,2024-10-19,Credit Card,1093.44
2967,3424,2024-07-22,PayPal,889.47
2968,2994,2024-05-20,Bank Transfer,889.56
2969,3811,2024-10-14,PayPal,942.99
2970,4685,2024-05-18,Bank Transfer,1406.81
2971,3338,2025-02-08,Credit Card,718.03
2972,2468,2024-09-29,PayPal,1838.71
2973,2715,2024-05-21,Bank Transfer,1814.69
2974,2347,2024-05-02,Credit Card,1235.23
2975,4410,2024-07-18,Credit Card,533.94
2976,4375,2025-01-29,PayPal,1566.96
2977,4879,2024-05-06,Bank Transfer,989.69
2978,3499,2024-04-13,Bank Transfer,594.77
2979,3282,2024-08-08,Credit Card,1236.21
2980,4628,2024-02-23,Credit Card,1531.3
2981,3935,2024-06-30,Credit Card,791.39
2982,160,2024-07-17,PayPal,498.04
2983,4891,2024-03-21,Credit Card,1829.87
2984,4455,2024-05-18,Credit Card,189.07
2985,106,2024-07-26,Credit Card,83.28
2986,3858,2024-06-25,Bank Transfer,488.18
2987,958,2024-04-23,Bank Transfer,1666.9
2988,1282,2025-01-16,Bank Transfer,829.07
2989,3905,2024-05-16,Bank Transfer,515.28
2990,4808,2024-12-15,Bank Transfer,979.64
2991,391,2024-05-17,Credit Card,1824.88
2992,1524,2024-04-17,PayPal,131.97
2993,4221,2024-02-25,Credit Card,1256.5
2994,1892,2024-03-03,Bank Transfer,1354.63
2995,1319,2024-06-01,PayPal,1946.14
2996,2116,2024-04-07,Bank Transfer,596.38
2997,3025,2024-03-14,PayPal,1326.43
2998,2868,2024-11-01,Bank Transfer,1936.81
2999,2320,2024-08-25,PayPal,1895.46
3000,3635,2024-07-25,Bank Transfer,1829.02
3001,4913,2024-07-30,Credit Card,594.53
3002,3588,2024-05-16,Bank Transfer,1463.22
3003,3766,2024-08-04,Credit Card,922.09
3004,195,2024-11-12,PayPal,1852.31
3005,4572,2024-03-18,PayPal,909.72
3006,4734,2025-01-10,Bank Transfer,536.48
3007,48,2024-07-01,Bank Transfer,1548.24
3008,989,2024-04-02,Credit Card,955.32
3009,4992,2024-02-28,Bank Transfer,1739.77
3010,1566,2024-05-15,PayPal,764.15
3011,4595,2024-06-14,Credit Card,647.96
3012,4957,2024-03-12,Credit Card,1825.71
3013,4462,2024-10-11,PayPal,1045.22
3014,4045,2024-09-19,Bank Transfer,77.58
3015,574,2024-03-15,Credit Card,1010.6
3016,629,2024-09-18,Credit Card,1893.99
3017,1322,2024-08-31,PayPal,450.17
3018,4550,2024-06-22,Credit Card,743.37
3019,3918,2024-10-26,Credit Card,86.53
3020,3185,2024-10-21,Credit Card,357.53
3021,2660,2024-02-17,Bank Transfer,222.29
3022,1637,2024-12-17,Credit Card,647.5
3023,1070,2024-06-20,Bank Transfer,1733.16
3024,2381,2024-07-16,Credit Card,984.81
3025,1502,2024-07-03,Bank Transfer,383.52
3026,4097,2024-10-09,PayPal,75.56
3027,814,2024-03-19,Credit Card,722.57
3028,1087,2024-05-10,Credit Card,105.4
3029,2012,2024-05-05,Credit Card,112.2
3030,570,2024-06-10,Bank Transfer,330.16
3031,965,2025-01-15,Credit Card,597.43
3032,3255,2025-01-04,Bank Transfer,849.44
3033,3822,2024-09-08,Bank Transfer,428.33
3034,1579,2024-06-12,Credit Card,990.58
3035,4889,2024-02-28,Bank Transfer,547.65
3036,4993,2024-09-07,Credit Card,1753.59
3037,3896,2024-03-14,PayPal,179.13
3038,3989,2024-10-09,PayPal,1775.34
3039,4384,2024-05-21,PayPal,1070.28
3040,2483,2024-04-21,Bank Transfer,1312.95
3041,4879,2025-01-28,Bank Transfer,773.97
3042,4616,2024-04-21,Bank Transfer,1719.11
3043,817,2024-12-28,Bank Transfer,595.33
3044,2674,2024-04-21,Credit Card,1254.82
3045,24,2024-11-10,Bank Transfer,1449.03
3046,2227,2024-09-14,Bank Transfer,1503.64
3047,2870,2024-08-21,Credit Card,1582.92
3048,2753,2025-01-11,Credit Card,1815.08
3049,2150,2025-02-03,Credit Card,758.96
3050,3303,2024-08-11,Bank Transfer,594.26
3051,2843,2025-01-23,Bank Transfer,1616.85
3052,4768,2024-07-22,Credit Card,1394.14
3053,447,2024-07-17,Credit Card,113.08
3054,3784,2024-11-10,PayPal,1731.83
3055,4496,2024-04-28,PayPal,1421.51
3056,4984,2024-04-21,Bank Transfer,958.21
3057,1141,2025-01-05,PayPal,955.74
3058,2629,2024-08-17,Credit Card,274.94
3059,1432,2024-10-26,PayPal,1241.65
3060,964,2024-09-25,Bank Transfer,329.88
3061,1513,2024-11-03,PayPal,354.11
3062,2205,2024-11-13,PayPal,1361.35
3063,4671,2024-02-27,PayPal,1859.95
3064,98,2024-12-07,Credit Card,1368.28
3065,3711,2024-05-27,Bank Transfer,648.05
3066,1086,2024-03-30,PayPal,517.7
3067,3506,2024-04-29,PayPal,1934.21
3068,1217,2024-04-28,Credit Card,1245.09
3069,3619,2024-09-08,Bank Transfer,980.19
3070,1567,2024-03-17,Bank Transfer,41.65
3071,3636,2024-02-09,PayPal,1790.0
